Development Status (short),Installed Capacity (MWelec),No. of Turbines,Development Status,Country,X-coordinate,Y-coordinate,year
Application Refused,15,NA,Appeal Refused,England,332011,334106,2014
Application Refused,9.2,4,Planning Permission Refused,Scotland,341650,742250,2014
Application Refused,7,n/a,Appeal Refused,England,352554,138982,2013
Application Refused,10,5,Secretary of State - Refusal,England,479056,349071,2013
Application Refused,6,n/a,Appeal Refused,England,545259,146617,2014
Application Refused,8,n/a,Planning Permission Refused,England,443976,426218,2014
Application Refused,5,n/a,Planning Permission Refused,England,442602,318698,2015
Application Refused,14,7,Planning Permission Refused,England,466000,362000,2005
Application Refused,7.1,0,Planning Permission Refused,Wales,305300,236100,2000
Application Refused,5,n/a,Planning Permission Refused,England,379045,327412,2015
Application Refused,10,n/a,Planning Permission Refused,England,632476,158720,2001
Application Refused,30.2,10,Planning Permission Refused,Wales,246387,233404,2005
Application Refused,4.6,2,Planning Permission Refused,Scotland,325234,962304,2016
Application Refused,14.4,7,Appeal Refused,Scotland,344033,659490,2011
Application Refused,4,n/a,Planning Permission Refused,England,449214,353084,2015
Application Refused,5,2,Planning Permission Refused,England,478066,432596,2013
Application Refused,5,n/a,Planning Permission Refused,England,366904,471171,2015
Application Refused,7.5,3,Planning Permission Refused,Scotland,283725,872535,2015
Application Refused,1.5,1,Planning Permission Refused,England,417215,620615,2014
Application Refused,7.8,6,Planning Permission Refused,England,313485,551675,2004
Application Refused,5,n/a,Planning Permission Refused,England,356800,387184,2015
Application Refused,16,0,Planning Permission Refused,England,530000,305000,2003
Application Refused,10,5,Planning Permission Refused,Scotland,325240,713880,2006
Application Refused,45,15,Planning Permission Refused,Scotland,280598,911334,2013
Application Refused,1.1,n/a,Planning Permission Refused,England,625353,273685,2015
Application Refused,2.2,0,Planning Permission Refused,England,252600,143600,2000
Application Refused,1,2,Appeal Lodged,Wales,231744,238006,2014
Application Refused,30,12,Appeal Refused,Scotland,247942,648393,2015
Application Refused,4.6,2,Planning Permission Refused,Scotland,350816,808129,2013
Application Refused,1.8,2,Planning Permission Refused,Scotland,81406,864703,2013
Application Refused,1,n/a,Appeal Refused,Wales,255683,190908,2014
Application Refused,NA,n/a,Planning Permission Refused,England,561216,321368,2017
Application Refused,66,22,Planning Permission Refused,Scotland,311500,930500,2005
Application Refused,12,4,Appeal Refused,England,336173,151353,2012
Application Refused,18.4,8,Appeal Refused,Scotland,360744,652045,2011
Application Refused,9,3,Planning Permission Refused,England,300407,530861,2014
Application Refused,12.5,5,Appeal Withdrawn,England,512204,457206,2013
Application Refused,11.4,0,Planning Permission Refused,England,534500,424000,1998
Application Refused,2,n/a,Planning Permission Refused,Scotland,205563,889593,2015
Application Refused,10.5,14,Planning Permission Refused,Scotland,298800,915500,1995
Application Refused,14,7,Planning Permission Refused,England,476365,383705,2011
Application Refused,5,n/a,Planning Permission Refused,England,540136,144342,2015
Application Refused,5,n/a,Planning Permission Refused,England,337439,101761,2015
Application Refused,39,17,Appeal Refused,Scotland,304200,653700,2010
Application Refused,2.2,0,Planning Permission Refused,England,266200,137700,2000
Application Refused,30,0,Planning Permission Refused,Scotland,335000,705000,2003
Application Refused,12.6,7,Appeal Refused,Northern Ireland,70685,573368,2012
Application Refused,23,10,Planning Permission Refused,Scotland,232395,574885,2009
Application Refused,117,39,Planning Permission Refused,Scotland,246810,654150,2009
Application Refused,5,n/a,Planning Permission Refused,England,450868,362069,2015
Application Refused,5,n/a,Planning Permission Refused,England,581968,200694,2015
Application Refused,39,13,Appeal Withdrawn,England,357730,465992,2010
Application Refused,12,n/a,Planning Permission Refused,England,462948,157606,2013
Application Refused,2,n/a,Planning Permission Refused,England,319828,139682,2011
Application Refused,10.1,0,Planning Permission Refused,England,409000,604000,2006
Application Refused,24,8,Planning Permission Refused,Northern Ireland,88015,585846,2013
Application Refused,7.5,3,Planning Permission Refused,Scotland,332500,1006500,2002
Application Refused,2.3,1,Planning Permission Refused,Scotland,321236,963110,2016
Application Refused,5,2,Planning Permission Refused,Scotland,377377,671362,2010
Application Refused,3.9,3,Planning Permission Refused,Scotland,351500,741500,2007
Application Refused,17.5,7,Planning Permission Refused,Scotland,360091,737632,2011
Application Refused,16.1,7,Appeal Refused,Scotland,357661,816269,2008
Application Refused,5,n/a,Appeal Refused,England,369885,214260,2015
Application Refused,25,10,Planning Permission Refused,Scotland,347360,661013,2009
Application Submitted,67.5,25,Planning Application Submitted,Scotland,257695,600320,2016
Application Submitted,18.4,8,Planning Application Submitted,Northern Ireland,90358,543567,2015
Application Submitted,147,35,Planning Application Submitted,Scotland,283464,615138,2017
Application Submitted,15,6,Planning Application Submitted,Northern Ireland,27586,543505,2011
Application Submitted,34,17,Planning Application Submitted,Scotland,267500,586500,2006
Application Submitted,8,n/a,Planning Application Submitted,England,521379,182799,2012
Application Submitted,57.8,17,Planning Application Submitted,Scotland,296479,656713,2016
Application Submitted,64.6,19,Appeal Lodged,Scotland,206490,720032,2015
Application Submitted,14,7,Planning Application Submitted,Scotland,264095,557561,2013
Application Submitted,22,11,Planning Application Submitted,Scotland,270506,593932,2015
Application Submitted,6.9,3,Planning Application Submitted,Scotland,81028,842424,2015
Application Submitted,100,n/a,Planning Application Submitted,Northern Ireland,139527,600089,2017
Application Submitted,15,7,Planning Application Submitted,Scotland,217151,590576,2014
Application Submitted,69,30,Planning Application Submitted,Wales,293294,308952,2009
Application Submitted,27,9,Planning Application Submitted,Wales,301261,280542,2010
Application Submitted,36,12,Planning Application Submitted,Wales,313500,280900,2009
Application Submitted,2,n/a,Planning Application Submitted,Scotland,183896,869117,2016
Application Submitted,1.3,n/a,Planning Application Submitted,England,440671,351384,2015
Application Submitted,6.9,n/a,Planning Application Submitted,England,456979,224554,2014
Application Submitted,64.6,19,Appeal Lodged,Scotland,322334,940553,2016
Application Submitted,59.4,20,Planning Application Submitted,Scotland,282146,955604,2015
Application Submitted,200,n/a,Planning Application Submitted,Scotland,328689,986676,2016
Application Submitted,32.4,9,Planning Application Submitted,Scotland,266135,600844,2015
Application Submitted,49.9,n/a,Planning Application Submitted,Wales,239215,392601,2016
Application Submitted,18,6,Planning Application Submitted,Scotland,252010,649306,2015
Application Submitted,15,5,Planning Application Submitted,Scotland,303089,915952,2017
Application Submitted,8.5,n/a,Secretary of State - Intervened,England,525597,219859,2014
Application Submitted,7.5,1,Secretary of State - Intervened,England,451030,528464,2014
Application Submitted,15,6,Planning Application Submitted,England,610455,136440,2012
Application Submitted,27,9,Planning Application Submitted,Scotland,234665,580679,2015
Application Submitted,63,21,Appeal Lodged,Scotland,298654,961356,2016
Application Submitted,33.5,n/a,Planning Application Submitted,England,538944,209199,2017
Application Submitted,50,n/a,Planning Application Submitted,Northern Ireland,133637,553991,2015
Application Submitted,7.5,1,Secretary of State - Intervened,England,451496,527495,2014
Application Submitted,88,22,Planning Application Submitted,Scotland,268331,616048,2015
Application Submitted,10.2,3,Planning Application Submitted,Scotland,264000,633700,2015
Application Submitted,35,n/a,Planning Application Submitted,England,400272,289946,2017
Application Submitted,7.5,n/a,Planning Application Submitted,Wales,296708,203386,2014
Application Submitted,76,21,Planning Application Submitted,Scotland,222552,579875,2015
Application Submitted,6.8,2,Planning Application Submitted,Scotland,250877,640340,2015
Application Submitted,1,n/a,Planning Application Submitted,England,345887,242090,2016
Application Submitted,12,6,Planning Application Submitted,England,315479,480072,2012
Application Submitted,NA,n/a,Planning Application Submitted,England,489725,291691,2013
Application Submitted,5,1,Planning Application Submitted,Scotland,136905,932771,2017
Application Submitted,1.6,n/a,Planning Application Submitted,Scotland,269463,715260,2014
Application Submitted,4.1,n/a,Planning Application Submitted,Northern Ireland,59092,569961,2017
Application Submitted,60.8,19,Planning Application Submitted,Scotland,235828,863603,2016
Application Submitted,49.5,15,Planning Application Submitted,Scotland,263239,601647,2016
Application Submitted,6,2,Planning Application Submitted,Northern Ireland,72948,577075,2015
Application Submitted,62.7,19,Appeal Lodged,Scotland,257641,610606,2015
Application Submitted,50,n/a,Planning Application Submitted,Scotland,326418,865499,2017
Application Submitted,54.4,16,Appeal Lodged,Scotland,258401,609144,2015
Application Submitted,2.3,1,Planning Application Submitted,Scotland,287876,654682,2015
Application Submitted,24.5,7,Planning Application Submitted,Scotland,341200,617800,2017
Application Submitted,28,n/a,Planning Application Submitted,England,451948,524549,2016
Application Submitted,1,n/a,Planning Application Submitted,Scotland,263684,649872,2017
Application Submitted,5,n/a,Planning Application Submitted,England,346957,376301,2015
Application Submitted,10.8,3,Planning Application Submitted,Scotland,290930,703230,2017
Application Submitted,39,13,Planning Application Submitted,Wales,283447,193081,2014
Application Submitted,25.6,8,Planning Application Submitted,Scotland,330880,586580,2015
Application Submitted,119,33,Planning Application Submitted,Northern Ireland,97000,534000,2015
Application Submitted,69.6,19,Planning Application Submitted,Scotland,291570,618905,2017
Application Submitted,51,17,Appeal Lodged,Scotland,293078,963740,2016
Application Submitted,40,20,Planning Application Submitted,Scotland,273560,605960,2006
Application Submitted,150,50,Planning Application Submitted,Wales,293295,308953,2008
Application Submitted,17,5,Planning Application Submitted,Scotland,286170,627590,2011
Application Submitted,20,NA,Planning Application Submitted,Wales,276490,212410,2015
Application Submitted,9.2,4,Planning Application Submitted,Northern Ireland,126703,597217,2011
Application Submitted,56,17,Appeal Lodged,Scotland,172668,644646,2016
Application Submitted,2.3,1,Planning Application Submitted,Northern Ireland,141422,534979,2016
Application Submitted,47.5,19,Planning Application Submitted,Wales,306701,303409,2010
Application Submitted,5,n/a,Planning Application Submitted,England,333272,371926,2015
Application Submitted,3,n/a,Planning Application Submitted,Northern Ireland,59555,572350,2017
Application Submitted,7.5,1,Secretary of State - Intervened,England,451380,528135,2014
Application Submitted,18,n/a,Planning Application Submitted,Scotland,270740,657475,2017
Application Submitted,20.7,9,Planning Application Submitted,Northern Ireland,52824,515310,2015
Application Submitted,2.5,1,Planning Application Submitted,Wales,301279,185404,2017
Application Submitted,24,8,Planning Application Submitted,Scotland,280551,669203,2012
Application Submitted,42,12,Planning Application Submitted,Scotland,327484,588675,2017
Application Submitted,60,15,Appeal Lodged,Scotland,354811,611560,2014
Application Submitted,21,7,Planning Application Submitted,Northern Ireland,139634,563503,2017
Application Submitted,NA,n/a,Planning Application Submitted,England,489725,291691,2013
Application Submitted,36,12,Planning Application Submitted,Scotland,320901,585871,2018
Application Submitted,2,n/a,Planning Application Submitted,England,521310,182908,2012
Application Submitted,10,n/a,Planning Application Submitted,England,393642,407045,2017
Application Submitted,3.2,n/a,Secretary of State - Intervened,England,464223,359525,2013
Application Submitted,10.2,3,Planning Application Submitted,Scotland,264000,633700,2015
Application Submitted,33,11,Planning Application Submitted,Scotland,251694,611197,2017
Application Submitted,27.4,n/a,Planning Application Submitted,England,548813,268542,2017
Application Submitted,1.6,n/a,Planning Application Submitted,England,480997,361123,2017
Application Submitted,58.8,14,Planning Application Submitted,Scotland,176171,666802,2017
