Development Status (short),Installed Capacity (MWelec),No. of Turbines,Development Status,Country,X-coordinate,Y-coordinate,year
Application Refused,1.5,3,Planning Permission Refused,Scotland,375155,860228,2016
Application Refused,15,5,Planning Permission Refused,Scotland,298665,694024,2009
Application Refused,8,4,Planning Permission Refused,England,419689,407232,2013
Application Refused,2.6,n/a,Planning Permission Refused,England,558338,186896,2014
Application Refused,20.4,6,Appeal Refused,Scotland,272392,555914,2011
Application Refused,10.3,5,Appeal Refused,Scotland,291675,587398,2012
Application Refused,10.6,n/a,Planning Permission Refused,England,351833,396174,2013
Application Refused,15,6,Planning Permission Refused,England,483316,340875,2015
Application Refused,14,7,Planning Permission Refused,Northern Ireland,51775,546334,2005
Application Refused,15,n/a,Appeal Refused,England,540136,144342,2014
Application Refused,18,NA,Planning Permission Refused,England,338818,430575,2014
Application Refused,7.5,n/a,Planning Permission Refused,England,446470,220271,2014
Application Refused,5,n/a,Appeal Refused,England,444079,99352,2014
Application Refused,3,n/a,Planning Permission Refused,England,170862,40261,2015
Application Refused,20.7,9,Appeal Refused,England,470767,320023,2010
Application Refused,4.9,n/a,Appeal Refused,Scotland,236152,661252,2015
Application Refused,6,3,Secretary of State - Refusal,England,618862,283796,2013
Application Refused,21,7,Appeal Refused,Scotland,317900,956030,2013
Application Refused,15,5,Planning Permission Refused,Scotland,376026,622331,2009
Application Refused,4.5,n/a,Appeal Refused,England,509282,211574,2015
Application Refused,255,85,Planning Permission Refused,Scotland,249500,611500,2004
Application Refused,1.5,1,Appeal Refused,Wales,308888,206171,2017
Application Refused,18,9,Planning Permission Refused,England,449894,280895,2011
Application Refused,42,14,Appeal Refused,Scotland,242300,863500,2013
Application Refused,4.6,2,Planning Permission Refused,Scotland,377451,821875,2010
Application Refused,4.9,n/a,Planning Permission Refused,Wales,302489,171132,2013
Application Refused,14,n/a,Planning Permission Refused,Northern Ireland,141893,537064,2014
Application Refused,10,4,Planning Permission Refused,England,549329,376844,2014
Application Refused,4,n/a,Appeal Refused,England,393461,161735,2014
Application Refused,5.4,6,Planning Permission Refused,England,497066,239966,2014
Application Refused,20,10,Planning Permission Refused,Wales,244550,252303,2005
Application Refused,12,4,Appeal Refused,England,356320,377420,2005
Application Refused,2.2,n/a,Planning Permission Refused,England,432494,112832,2015
Application Refused,10,4,Planning Permission Refused,England,415500,589000,2008
Application Refused,24.2,0,Planning Permission Refused,Wales,291830,346415,2004
Application Refused,4.6,2,Appeal Refused,Scotland,369350,834350,2014
Application Refused,5.8,n/a,Appeal Refused,England,369416,152710,2013
Application Refused,18.8,n/a,Planning Permission Refused,England,485502,270555,2014
Application Refused,18,6,Planning Permission Refused,England,457347,143175,2013
Application Refused,12,6,Planning Permission Refused,England,313265,542990,NA
Application Refused,36,12,Appeal Refused,Scotland,341000,631500,2004
Application Refused,2.7,3,Appeal Refused,Scotland,353656,707646,2012
Application Refused,18,n/a,Planning Permission Refused,England,426442,277257,2014
Application Refused,9.5,n/a,Planning Permission Refused,England,318973,124444,2013
Application Refused,10,4,Appeal Refused,England,363525,194472,2010
Application Refused,4.5,5,Planning Permission Refused,Scotland,311020,962427,2014
Application Refused,15,5,Appeal Refused,England,417730,592860,2012
Application Refused,3,n/a,Appeal Refused,England,171606,32741,2014
Application Refused,4.6,2,Appeal Refused,Scotland,348377,707425,2010
Application Refused,12,6,Planning Permission Refused,Scotland,324748,654014,2010
Application Refused,3.2,n/a,Planning Permission Refused,Scotland,219200,878900,NA
Application Refused,4.2,n/a,Planning Permission Refused,England,310153,132127,2013
Application Refused,36,12,Appeal Lodged,Scotland,353795,606879,2017
Application Refused,3.5,n/a,Planning Permission Refused,England,372138,311433,2008
Application Refused,7.5,n/a,Appeal Refused,England,420921,264349,2014
Application Refused,5.3,n/a,Appeal Refused,England,532177,141979,2015
Application Refused,12,6,Appeal Refused,England,554000,375000,2007
Application Refused,2.3,1,Planning Permission Refused,England,439790,543568,2011
Application Refused,22.5,9,Appeal Refused,Scotland,288270,728235,2011
Application Refused,33,10,Appeal Lodged,Scotland,333116,832087,2014
Application Refused,10,n/a,Planning Permission Refused,England,522530,437505,2006
Application Refused,10.8,n/a,Planning Permission Refused,England,587408,211978,2013
Application Refused,33,12,Planning Permission Refused,England,319959,145592,2004
Application Refused,5,n/a,Planning Permission Refused,England,455659,210037,2015
Application Refused,18,6,Appeal Refused,Scotland,289269,662272,2013
Application Refused,12,6,Appeal Refused,England,301585,519345,2011
Application Refused,42,16,Appeal Refused,Scotland,213500,674500,2007
Application Refused,24,10,Appeal Refused,Scotland,327575,966130,2013
Application Refused,20,8,Planning Permission Refused,Scotland,287869,657078,2012
Application Refused,15,5,Appeal Refused,England,438458,256173,2012
Application Refused,6.9,3,Appeal Refused,England,192800,54100,2015
Application Refused,45,15,Appeal Refused,Scotland,269168,685499,2012
Application Refused,44.2,13,Appeal Refused,Scotland,242650,832965,2015
Application Refused,25,10,Appeal Refused,Northern Ireland,27873,548066,2011
Application Refused,10,n/a,Planning Permission Refused,England,602536,281162,2014
Application Refused,23,10,Appeal Lodged,Scotland,256642,590350,2016
Application Refused,5,n/a,Appeal Withdrawn,England,438608,334114,2009
Application Refused,15,6,Secretary of State - Refusal,England,505470,276784,2012
Application Refused,5,n/a,Appeal Refused,England,537500,315900,2015
Application Refused,2.7,3,Appeal Refused,England,191800,56900,2015
Application Refused,12,n/a,Planning Permission Refused,England,427124,209714,2013
Application Refused,9.2,4,Appeal Withdrawn,England,389706,422678,2014
Application Refused,6,n/a,Appeal Refused,England,245551,108489,2013
Application Refused,11.7,9,Secretary of State - Refusal,England,551488,367553,2010
Application Refused,3,n/a,Planning Permission Refused,England,240703,52965,2014
Application Refused,11.3,5,Planning Permission Refused,Scotland,382373,858231,2011
Application Refused,9.5,n/a,Appeal Refused,England,600954,158459,2013
Application Refused,18.4,8,Planning Permission Refused,England,408500,327500,2007
Application Refused,10,5,Planning Permission Refused,England,471091,420792,2014
Application Refused,15,5,Appeal Refused,England,389600,422700,2007
Application Refused,8.1,9,Planning Permission Refused,Scotland,179486,720695,2012
Application Refused,1.6,2,Appeal Refused,England,335742,552824,2015
Application Refused,8,4,Appeal Withdrawn,Northern Ireland,43422,511738,2013
Application Refused,12,4,Appeal Refused,England,286515,121510,2007
Application Refused,8,3,Planning Permission Refused,Scotland,308500,961500,2003
Application Refused,27.6,12,Appeal Refused,England,479861,379960,2009
Application Refused,35,13,Appeal Refused,Wales,297500,360500,2007
Application Refused,6,n/a,Planning Permission Refused,Wales,242800,217100,2014
Application Refused,18,9,Appeal Refused,England,334570,569072,2010
Application Refused,1,2,Appeal Refused,England,471305,383536,2014
Application Refused,4.6,2,Planning Permission Refused,England,278764,58138,2012
Application Refused,17,5,Planning Permission Refused,England,516050,452071,2015
Application Refused,2.4,3,Planning Permission Refused,Scotland,350669,834804,2014
Application Refused,12,6,Planning Permission Refused,England,606098,327057,2004
Application Refused,11.5,5,Planning Permission Refused,Scotland,322300,952950,2014
Application Refused,54,18,Appeal Lodged,Scotland,294780,915304,2014
Application Refused,7,n/a,Planning Permission Refused,England,379934,260586,2015
Application Refused,29.9,13,Appeal Refused,Scotland,292842,740501,2014
Application Refused,4.5,3,Planning Permission Refused,Scotland,282010,660419,2007
Application Refused,3.2,4,Planning Permission Refused,Scotland,390214,831922,2012
Application Refused,14.5,n/a,Planning Permission Refused,England,418568,186806,2016
Application Refused,7,n/a,Planning Permission Refused,England,311687,93382,2013
Application Refused,30.5,n/a,Appeal Withdrawn,England,374778,312267,2014
Application Refused,4.6,2,Planning Permission Refused,England,595297,308331,2011
Application Refused,90,30,Planning Permission Refused,Scotland,270140,610240,2012
Application Refused,1,n/a,Appeal Refused,Scotland,348081,677289,2016
Application Refused,5,n/a,Planning Permission Refused,England,494575,258345,2015
Application Refused,1.6,n/a,Planning Permission Refused,England,467235,375633,2010
Application Refused,1,2,Planning Permission Refused,Scotland,387725,861054,2013
Application Refused,1.6,2,Planning Permission Refused,Scotland,201797,684359,2015
Application Refused,93,31,Planning Permission Refused,Scotland,277479,812002,2011
Application Refused,1,n/a,Appeal Refused,England,348869,247693,2015
Application Refused,47.5,0,Planning Permission Refused,Scotland,348050,644450,2004
Application Refused,25.5,17,Planning Permission Refused,Scotland,278423,829823,2009
Application Refused,4.6,2,Planning Permission Refused,Scotland,385037,854223,2010
Application Refused,540,108,Planning Permission Refused,England,588560,366879,2008
Application Refused,27,18,Appeal Refused,Scotland,299950,709050,2004
Application Refused,1.5,2,Planning Permission Refused,Scotland,296852,667243,2013
Application Refused,14,7,Planning Permission Refused,Scotland,300271,602061,2013
Application Refused,5.1,NA,Appeal Refused,England,298824,90072,2014
Application Refused,2.4,n/a,Planning Permission Refused,Wales,248859,353969,2015
Application Refused,48,16,Planning Permission Refused,Scotland,184857,689479,2009
Application Refused,10.7,n/a,Planning Permission Refused,England,586903,212277,2014
Application Refused,29,n/a,Appeal Refused,England,584276,277118,2013
Application Refused,2.5,n/a,Planning Permission Refused,England,506337,436538,2015
Application Refused,4,NA,Appeal Refused,Wales,261848,201556,2014
Application Refused,4,2,Planning Permission Refused,England,281205,124365,2006
Application Refused,10,5,Planning Permission Refused,England,410526,592620,2013
Application Refused,54.4,17,Appeal Lodged,Scotland,238205,602124,2013
Application Refused,5,n/a,Planning Permission Refused,England,436294,217901,2014
Application Refused,2.4,3,Planning Permission Refused,Scotland,311269,755467,2011
Application Refused,9,3,Planning Permission Refused,England,640469,287976,2010
Application Refused,970,121,Planning Permission Refused,England,411540,54803,2014
Application Refused,24,8,Appeal Refused,Scotland,343523,618249,2012
Application Refused,33,11,Planning Permission Refused,Scotland,273900,687800,NA
Application Refused,21,7,Appeal Refused,England,477012,278134,2009
Application Refused,9.1,3,Appeal Refused,Wales,232500,236000,2005
Application Refused,12,4,Planning Permission Refused,England,385111,100255,2014
Application Refused,2.5,1,Planning Permission Refused,England,491385,411690,2011
Application Refused,35,14,Appeal Refused,Scotland,228450,557980,2013
Application Refused,5,2,Planning Permission Refused,Wales,320282,377547,2011
Application Refused,3.6,2,Planning Permission Refused,England,628078,322038,2013
Application Refused,5,NA,Planning Permission Refused,England,461532,321015,2014
Application Refused,4.3,5,Planning Permission Refused,Scotland,348337,827042,2011
Application Refused,26,13,Appeal Lodged,Scotland,183500,655000,2015
Application Refused,18.4,8,Planning Permission Refused,Northern Ireland,29418,504979,2006
Application Refused,28,n/a,Appeal Refused,England,549406,250809,2014
Application Refused,20.8,0,Planning Permission Refused,Wales,290400,308000,1999
Application Refused,10.5,7,Planning Permission Refused,Northern Ireland,81000,541911,2004
Application Refused,1,2,Appeal Lodged,Wales,313774,191119,2017
Application Refused,42,14,Appeal Lodged,Scotland,249820,806535,2014
Application Refused,7.5,3,Appeal Refused,England,388691,452767,2012
Application Refused,2.3,1,Appeal Lodged,Northern Ireland,85122,543266,2017
Application Refused,48,24,Appeal Withdrawn,Scotland,230100,659400,2007
Application Refused,5.9,n/a,Appeal Refused,England,288728,74835,2015
Application Refused,7.7,n/a,Appeal Refused,England,556052,240692,2014
Application Refused,1,1,Planning Permission Refused,Scotland,321192,936449,2015
Application Refused,3.6,0,Planning Permission Refused,Wales,289000,371200,1995
Application Refused,2,0,Planning Permission Refused,England,432500,537500,2002
Application Refused,9.9,0,Planning Permission Refused,Wales,249000,380000,1995
Application Refused,7.5,3,Appeal Refused,England,618623,283747,2010
Application Refused,10,4,Planning Permission Refused,England,484100,230478,2013
Application Refused,15,5,Secretary of State - Refusal,England,457363,243641,2010
Application Refused,9.2,4,Planning Permission Refused,Scotland,227557,646379,2015
Application Refused,5,n/a,Appeal Lodged,England,337955,405412,2015
Application Refused,66.7,29,Planning Permission Refused,Wales,304160,279920,2008
Application Refused,49,12,Planning Permission Refused,Scotland,275900,614386,2014
Application Refused,5,n/a,Planning Permission Refused,England,436739,134466,2012
Application Refused,22,9,Appeal Refused,England,279047,123555,2007
Application Refused,1.5,1,Planning Permission Refused,England,610696,220752,2014
Application Refused,12.5,5,Appeal Withdrawn,England,531203,241510,2012
Application Refused,18,6,Planning Permission Refused,Scotland,350924,814910,2012
Application Refused,27,n/a,Appeal Refused,England,492461,403284,2015
Application Refused,17.5,10,Appeal Refused,Scotland,298725,966390,2002
Application Refused,1,2,Planning Permission Refused,England,422363,309765,2012
Application Refused,49.9,n/a,Appeal Refused,Wales,267902,192506,2007
Application Refused,9,30,Planning Permission Refused,Scotland,161985,618865,1994
Application Refused,28.5,10,Appeal Refused,Northern Ireland,140150,563786,2014
Application Refused,2,1,Appeal Refused,England,177271,42454,2011
Application Refused,30,n/a,Secretary of State - Refusal,England,522631,206193,2011
Application Refused,66,21,Planning Permission Refused,England,399500,584500,2006
Application Refused,5,n/a,Planning Permission Refused,England,444697,339719,2015
Application Refused,5,n/a,Appeal Refused,England,229817,94674,2015
Application Refused,40,n/a,Planning Permission Refused,England,330660,136870,2003
Application Refused,2.2,0,Planning Permission Refused,England,387630,137910,1998
Application Refused,6.7,n/a,Planning Permission Refused,Northern Ireland,146660,527559,1997
Application Refused,4.9,n/a,Planning Permission Refused,England,428625,321161,2015
Application Refused,12,0,Planning Permission Refused,Wales,291400,194500,2001
Application Refused,1.6,2,Planning Permission Refused,Scotland,267969,832089,2014
Application Refused,6,n/a,Planning Permission Refused,England,307946,118283,2014
Application Refused,5,n/a,Appeal Refused,England,346842,374107,2015
Application Refused,1,n/a,Planning Permission Refused,England,333157,106525,2012
Application Refused,50,25,Planning Permission Refused,Scotland,249387,641441,2008
Application Refused,50,20,Appeal Withdrawn,England,355355,464289,2009
Application Refused,1.9,n/a,Planning Permission Refused,England,438458,348482,2015
Application Refused,2.3,1,Appeal Refused,Scotland,365388,835665,2014
Application Refused,3.3,n/a,Planning Permission Refused,England,511449,454539,2015
Application Refused,1.3,1,Planning Permission Refused,England,274210,47240,2003
Application Refused,12,6,Planning Permission Refused,Northern Ireland,85741,543706,2015
Application Refused,3.9,3,Planning Permission Refused,England,444500,84500,2009
Application Refused,13.3,n/a,Appeal Refused,England,357027,346326,2014
Application Refused,4.8,n/a,Appeal Refused,England,403610,300176,2015
Application Refused,30,12,Planning Permission Refused,Wales,282500,368500,2006
Application Refused,6,2,Planning Permission Refused,England,448402,90959,2013
Application Refused,2.6,0,Planning Permission Refused,England,374100,416800,2003
Application Refused,1,n/a,Planning Permission Refused,England,497450,188596,2016
Application Refused,8.8,0,Planning Permission Refused,England,329500,541500,1999
Application Refused,7.1,0,Planning Permission Refused,England,389200,422200,1999
Application Refused,3,1,Appeal Refused,Northern Ireland,93528,545130,2014
Application Refused,5.9,10,Appeal Refused,England,301500,521500,1995
Application Refused,6,3,Planning Permission Refused,England,615050,300820,2007
Application Refused,14,7,Appeal Refused,Scotland,292500,703500,2011
Application Refused,5,NA,Planning Permission Refused,England,360436,419966,2014
Application Refused,1.2,0,Planning Permission Refused,England,328600,484000,1995
Application Refused,18,9,Appeal Refused,England,535656,293166,2009
Application Refused,5,n/a,Planning Permission Refused,England,533382,258572,2010
Application Refused,14,4,Planning Permission Refused,England,407060,528190,2011
Application Refused,5,n/a,Planning Permission Refused,England,495586,343012,2015
Application Refused,2,1,Planning Permission Refused,England,478050,257610,2007
Application Refused,7.5,3,Planning Permission Refused,England,250810,124962,2013
Application Refused,25,n/a,Appeal Lodged,Northern Ireland,129200,547323,2016
Application Refused,5,n/a,Planning Permission Refused,England,606037,304353,2011
Application Refused,78.5,0,Appeal Refused,England,365000,581000,1993
Application Refused,174.9,53,Appeal Lodged,Scotland,332000,829500,2014
Application Refused,1,n/a,Planning Permission Refused,England,420995,267251,2015
Application Refused,19.5,13,Planning Permission Refused,Scotland,319500,963500,2008
Application Refused,2,n/a,Planning Permission Refused,England,190542,64879,2014
Application Refused,15.6,13,Planning Permission Refused,Scotland,342500,709500,2007
Application Refused,3.8,n/a,Appeal Refused,England,369563,294380,2014
Application Refused,5,n/a,Planning Permission Refused,England,270051,126002,2011
Application Refused,14,7,Planning Permission Refused,England,530050,433050,2007
Application Refused,17,5,Planning Permission Refused,Scotland,298208,652533,2013
Application Refused,6,n/a,Planning Permission Refused,England,443094,132424,2016
Application Refused,1.5,n/a,Planning Permission Refused,England,611607,310520,2015
Application Refused,66,22,Planning Permission Refused,Scotland,240609,919737,2011
Application Refused,12.5,n/a,Planning Permission Refused,England,228980,94614,2014
Application Refused,5,n/a,Planning Permission Refused,England,398666,341842,2015
Application Refused,5,n/a,Planning Permission Refused,England,360474,506237,2015
Application Refused,5,n/a,Planning Permission Refused,England,360546,520213,2015
Application Refused,20,8,Planning Permission Refused,Scotland,212934,685526,2009
Application Refused,27,9,Appeal Refused,Scotland,358800,644725,2011
Application Refused,4.5,n/a,Planning Permission Refused,England,479687,256709,2016
Application Refused,2.3,1,Planning Permission Refused,Scotland,375650,831396,2011
Application Refused,5,n/a,Appeal Refused,England,540592,118937,2015
Application Refused,5,n/a,Planning Permission Refused,England,465298,167987,2015
Application Refused,22,9,Appeal Refused,England,558062,323565,2012
Application Refused,6.8,2,Planning Permission Refused,England,637988,326797,2009
Application Refused,1.4,n/a,Planning Permission Refused,England,460178,446809,2015
Application Refused,5,n/a,Appeal Refused,England,315713,130570,2015
Application Refused,1.6,2,Appeal Refused,Scotland,366076,840845,2015
Application Refused,48,12,Planning Permission Refused,Scotland,306275,657586,2017
Application Refused,5,n/a,Planning Permission Refused,England,388581,337923,2015
Application Refused,12,6,Planning Permission Refused,England,381531,315066,2010
Application Refused,10,n/a,Appeal Refused,England,581204,142397,2015
Application Refused,28,8,Planning Permission Refused,Scotland,289999,648659,2014
Application Refused,2.5,2,Appeal Refused,England,440303,546909,2009
Application Refused,5,n/a,Appeal Refused,England,349401,248192,2015
Application Refused,21,7,Appeal Refused,Scotland,229901,826242,2014
Application Refused,2.4,3,Planning Permission Refused,Scotland,268245,598692,2010
Application Refused,30,12,Appeal Refused,Scotland,232665,564874,2015
Application Refused,22.5,9,Appeal Lodged,Scotland,247664,614728,2014
Application Refused,57.8,17,Appeal Refused,Scotland,242200,607700,2013
Application Refused,6.6,2,Planning Permission Refused,England,602390,268485,2009
Application Refused,2.3,2,Planning Permission Refused,Scotland,285695,652845,2005
Application Refused,18,6,Appeal Refused,Scotland,322245,692552,2014
Application Refused,2.7,3,Planning Permission Refused,Scotland,316370,934150,2013
Application Refused,1,n/a,Planning Permission Refused,England,422281,492570,2015
Application Refused,14,7,Appeal Withdrawn,England,448195,143500,2013
Application Refused,13.5,n/a,Planning Permission Refused,England,362355,138696,2014
Application Refused,2,0,Planning Permission Refused,England,389500,427500,2000
Application Refused,5.2,4,Appeal Refused,Wales,321585,207912,2006
Application Refused,13.5,9,Planning Permission Refused,Wales,282243,205558,2007
Application Refused,35,14,Planning Permission Refused,Scotland,320386,755598,2014
Application Refused,2,1,Planning Permission Refused,Northern Ireland,45772,553840,2007
Application Refused,7.2,9,Appeal Refused,Scotland,217500,588900,2013
Application Refused,6,n/a,Appeal Refused,England,486438,414521,2015
Application Refused,5,n/a,Appeal Refused,Scotland,298158,650900,2015
Application Refused,4,n/a,Planning Permission Refused,England,425671,298669,2015
Application Refused,19,n/a,Planning Permission Refused,England,467064,246060,2014
Application Refused,5,n/a,Planning Permission Refused,England,446886,367711,2015
Application Refused,6.5,0,Planning Permission Refused,Wales,284500,374500,2001
Application Refused,22.4,7,Appeal Lodged,Scotland,295854,625399,2016
Application Refused,5,n/a,Planning Permission Refused,England,366400,526525,2015
Application Refused,11.5,5,Planning Permission Refused,England,401493,249760,2010
Application Refused,4.2,0,Planning Permission Refused,Scotland,310500,708500,2005
Application Refused,2,n/a,Planning Permission Refused,England,391166,286880,2012
Application Refused,2.3,1,Planning Permission Refused,Scotland,384710,853697,2013
Application Refused,12.5,5,Appeal Refused,Scotland,274300,553100,2012
Application Refused,6,n/a,Appeal Refused,England,307946,118283,2015
Application Refused,16.1,7,Appeal Refused,England,394000,645000,2005
Application Refused,5,n/a,Planning Permission Refused,England,459863,359392,2015
Application Refused,9,3,Planning Permission Refused,England,363680,520480,2003
Application Refused,NA,2,Planning Permission Refused,Scotland,612007,262641,2017
Application Refused,7.5,3,Planning Permission Refused,Scotland,315293,951239,2015
Application Refused,30,15,Planning Permission Refused,Scotland,303800,596000,2005
Application Refused,16.4,8,Appeal Refused,Scotland,229012,580345,2012
Application Refused,12,NA,Planning Permission Refused,England,452136,281061,2014
Application Refused,2.5,1,Planning Permission Refused,England,469328,518552,2014
Application Refused,15,6,Planning Permission Refused,Scotland,370000,770000,2004
Application Refused,28,8,Planning Permission Refused,Scotland,289999,648659,2015
Application Refused,1,0,Planning Permission Refused,England,389500,428500,2000
Application Refused,69,23,Appeal Refused,Scotland,228919,834228,2011
Application Refused,6,3,Appeal Withdrawn,England,448195,143500,2013
Application Refused,72,24,Planning Permission Refused,Scotland,297705,961790,2012
Application Refused,5,n/a,Planning Permission Refused,England,264942,100942,2011
Application Refused,22.6,11,Planning Permission Refused,Scotland,309104,694542,2014
Application Refused,27,9,Appeal Refused,England,349366,530215,2006
Application Refused,2.6,2,Planning Permission Refused,England,248500,74500,2002
Application Refused,4,n/a,Planning Permission Refused,England,451488,354409,2015
Application Refused,4.7,n/a,Planning Permission Refused,England,378821,204696,2015
Application Refused,20,8,Planning Permission Refused,England,399500,580520,2008
Application Refused,2,1,Appeal Refused,England,178563,59625,2010
Application Refused,18,9,Appeal Refused,Wales,281375,205945,2008
Application Refused,25,10,Planning Permission Refused,Scotland,344946,842224,2011
Application Refused,18,6,Planning Permission Refused,England,474885,413221,2014
Application Refused,18.4,8,Planning Permission Refused,Scotland,361570,617476,2006
Application Refused,14.3,0,Planning Permission Refused,Wales,291000,195000,2001
Application Refused,1.1,n/a,Planning Permission Refused,England,438787,225447,2011
Application Refused,2.8,n/a,Planning Permission Refused,England,456974,172845,2015
Application Refused,10,4,Appeal Withdrawn,England,344644,541475,2014
Application Refused,15.9,n/a,Secretary of State - Refusal,England,559850,186750,2014
Application Refused,22,n/a,Planning Permission Refused,England,265099,100526,2014
Application Refused,10,n/a,Planning Permission Refused,England,454515,366602,2015
Application Refused,9.6,n/a,Planning Permission Refused,England,384809,167875,2013
Application Refused,5.6,7,Planning Permission Refused,Northern Ireland,35338,525898,2013
Application Refused,12.5,5,Appeal Refused,England,183722,51211,2011
Application Refused,9,3,Appeal Refused,England,492103,258283,2009
Application Refused,5,n/a,Appeal Refused,England,276931,59621,2014
Application Refused,40,n/a,Planning Permission Refused,England,586251,285851,2010
Application Refused,9.2,3,Planning Permission Refused,Wales,319500,257500,2002
Application Refused,10,n/a,Planning Permission Refused,England,580030,202417,2013
Application Refused,1.3,1,Appeal Refused,England,477099,367397,2014
Application Refused,1.5,2,Planning Permission Refused,England,639100,293300,1998
Application Refused,21,7,Appeal Lodged,Scotland,344140,657352,2017
Application Refused,19,7,Appeal Refused,England,390657,643657,2006
Application Refused,20,8,Appeal Lodged,Scotland,382529,667205,2016
Application Refused,6,2,Planning Permission Refused,Scotland,225820,652480,2012
Application Refused,75,30,Planning Permission Refused,Scotland,316800,955700,2007
Application Refused,6,3,Appeal Refused,Wales,245013,252013,2015
Application Refused,25,10,Planning Permission Refused,England,489748,350976,2015
Application Refused,1.3,1,Planning Permission Refused,England,545100,383980,2005
Application Refused,10,5,Planning Permission Refused,England,333400,143400,2013
Application Refused,45,NA,Appeal Refused,England,378242,258004,2014
Application Refused,48.3,21,Appeal Lodged,Wales,251901,236695,2010
Application Refused,6.3,0,Planning Permission Refused,Wales,200700,232500,1999
Application Refused,24,12,Appeal Withdrawn,Wales,289301,299128,2008
Application Refused,2,n/a,Planning Permission Refused,England,390878,232236,2015
Application Refused,2.4,3,Planning Permission Refused,England,372388,420215,2014
Application Refused,14,7,Planning Permission Refused,England,487532,412203,2009
Application Refused,5,n/a,Appeal Refused,England,370476,432960,2015
Application Refused,24.3,0,Planning Permission Refused,Wales,307500,210500,2004
Application Refused,8,4,Appeal Refused,Scotland,348723,833198,2008
Application Refused,23.2,n/a,Planning Permission Refused,England,564236,177845,2014
Application Refused,14,NA,Appeal Refused,England,549406,250809,2014
Application Refused,5,n/a,Appeal Refused,England,360869,521013,2015
Application Refused,4,2,Planning Permission Refused,Scotland,290430,681125,2007
Application Refused,5,n/a,Appeal Lodged,England,337973,406656,2015
Application Refused,1.3,1,Planning Permission Refused,England,432302,178781,2002
Application Refused,15,5,Planning Permission Refused,England,425305,399056,2008
Application Refused,14.4,7,Appeal Lodged,Wales,313083,260357,2014
Application Refused,1.8,2,Planning Permission Refused,Scotland,232752,672241,2013
Application Refused,20,n/a,Appeal Refused,England,495593,374886,2014
Application Refused,1,n/a,Planning Permission Refused,England,518387,201964,2015
Application Refused,4.7,n/a,Appeal Refused,England,352112,161937,2014
Application Refused,1.5,3,Appeal Withdrawn,England,381600,200400,2000
Application Refused,18,6,Planning Permission Refused,Scotland,298295,648984,2012
Application Refused,3,n/a,Appeal Lodged,England,481592,439471,2015
Application Refused,3,n/a,Planning Permission Refused,Wales,257192,209823,2014
Application Refused,5,n/a,Planning Permission Refused,England,158786,33384,2015
Application Refused,27,18,Planning Permission Refused,Scotland,280659,628236,2000
Application Refused,5,n/a,Planning Permission Refused,England,443014,441687,2015
Application Refused,2,1,Planning Permission Refused,England,453441,280638,2014
Application Refused,6.7,0,Planning Permission Refused,Scotland,339180,655435,2004
Application Refused,8.9,n/a,Appeal Refused,England,393375,268559,2015
Application Refused,16,4,Planning Permission Refused,England,371927,199110,2010
Application Refused,28,8,Appeal Refused,England,487000,397000,2006
Application Refused,1,1,Planning Permission Refused,Scotland,395023,865722,2013
Application Refused,5.3,n/a,Appeal Refused,England,364039,143602,2012
Application Refused,3.8,n/a,Appeal Refused,England,571962,113200,2015
Application Refused,5,n/a,Planning Permission Refused,England,410259,99260,2010
Application Refused,24,12,Appeal Refused,Wales,295787,202855,2006
Application Refused,11,n/a,Planning Permission Refused,England,434613,556860,2014
Application Refused,5,n/a,Planning Permission Refused,Wales,301815,173282,2015
Application Refused,4.7,n/a,Appeal Refused,England,307238,138547,2014
Application Refused,5,2,Planning Permission Refused,Wales,299535,339290,2014
Application Refused,1.5,6,Planning Permission Refused,England,492444,438545,1995
Application Refused,3.8,n/a,Planning Permission Refused,England,515204,105739,2015
Application Refused,3.4,3,Planning Permission Refused,England,418500,404500,1994
Application Refused,8.6,n/a,Appeal Refused,England,356451,273394,2015
Application Refused,18.4,8,Appeal Refused,England,521562,373717,2009
Application Refused,1.9,n/a,Planning Permission Refused,England,336341,412480,2015
Application Refused,29.1,0,Planning Permission Refused,Wales,299200,301500,1999
Application Refused,14,7,Appeal Refused,Scotland,324184,753874,2012
Application Refused,3,NA,Planning Permission Refused,England,586759,189730,2014
Application Refused,27.2,8,Appeal Refused,Scotland,260263,617355,2013
Application Refused,4.6,2,Planning Permission Refused,England,343890,552215,2011
Application Refused,30,20,Planning Permission Refused,England,551500,367500,2002
Application Refused,4.6,2,Planning Permission Refused,Scotland,371312,856656,2012
Application Refused,5,n/a,Planning Permission Refused,England,336684,434830,2015
Application Refused,8,4,Appeal Refused,Northern Ireland,138777,550194,2005
Application Refused,4.5,n/a,Planning Permission Refused,England,479687,256709,2015
Application Refused,9,3,Appeal Refused,England,491484,258740,2008
Application Refused,4.5,n/a,Planning Permission Refused,England,225840,59763,2012
Application Refused,7.4,5,Planning Permission Refused,England,215700,90500,2002
Application Refused,12,4,Planning Permission Refused,England,475080,169160,2010
Application Refused,8.5,n/a,Appeal Refused,England,426577,279803,2015
Application Refused,14.9,0,Planning Permission Refused,Scotland,173000,639000,1994
Application Refused,17.5,7,Planning Permission Refused,England,183722,51211,2009
Application Refused,18,6,Appeal Refused,England,493895,257158,2009
Application Refused,4,n/a,Planning Permission Refused,England,451025,362333,2016
